total_pe,total_kp,total_lp,end_ts,mapping,model_events,network_events,total_events,runtime,events_processed,events_aborted,events_rb,pe_event_ties,eff,send_loc_remote,percent_loc,send_net_remote,percent_net,rb_total,rb_primary,rb_secondary,fc_attempts,num_gvt,net_events,event_rate,events_past_end,event_alloc,memory_alloc,memory_wasted,remote_sends,remote_recvs,pe_struct,kp_struct,lp_struct,lp_model_struct,lp_rngs,total_lp_size,event_struct,event_struct_model,init_time,pq_time,avl_time,lz4_time,buddy_time,event_proc_time,event_cancel_time,event_abort_time,gvt_time,fc_time,primary_rb_time,net_read_time,net_other_time,inst_comp_time,inst_write_time,total_time
80,1280,2376,3600000000000.00,model defined,507681,16,7696,7115.9259,2550691875,0,2334090251,0,-977.60,0,0.00,42253940,19.51,389469655,108914382,280555273,98481040,1231013,216601624,30438.99,0,507697,883041,573,1041129362,1041129362,3888,960,960,1072,80,2112,976,1744,0.0878,1.8770,0.9163,0.0000,0.0000,13.1130,6.4756,0.0000,177.8573,0.4701,7.0623,4.5139,11.9490,0.0000,0.0000,177.8973
80,1280,2376,3600000000000.00,model defined,507681,16,7696,2546.7727,6727175705,0,6569062046,0,-4054.65,0,0.00,37919772,23.98,1130898083,295750233,835147850,28862320,360779,158113659,62083.93,0,507697,883041,573,2187277070,2187277070,3888,960,960,1072,80,2112,976,1744,0.0555,0.4791,0.2139,0.0000,0.0000,4.3393,2.2192,0.0000,63.3499,0.1275,2.1385,1.3779,3.8027,0.0000,0.0000,63.6690
80,1280,2376,3600000000000.00,model defined,507681,16,7696,43.4398,4798852,0,4039433,0,-431.91,0,0.00,80224,10.56,436656,104934,331722,740480,9256,759419,17482.09,0,507697,883041,573,1270156,1270156,3888,960,960,1072,80,2112,976,1744,0.0649,0.0126,0.0036,0.0000,0.0000,0.0745,0.0390,0.0000,1.0857,0.0024,0.0308,0.0193,0.0505,0.0000,0.0000,1.0860
80,1280,2376,3600000000000.00,model defined,507681,16,7696,127.6795,410945225,0,397976081,0,-2968.64,0,0.00,3135954,24.18,63140269,17433117,45707152,8466160,105827,12969144,101575.77,0,507697,883041,573,142866072,142866072,3888,960,960,1072,80,2112,976,1744,0.0675,0.1343,0.0406,0.0000,0.0000,0.9661,0.5233,0.0000,3.1625,0.0196,0.3718,0.2996,0.7196,0.0000,0.0000,3.1920
80,1280,798,3600000000000.00,model defined,502561,16,2576,2240.0744,996443810,0,984917300,0,-8444.80,0,0.00,3558040,30.87,117841195,36506650,81334545,10321360,129017,11526510,5145.59,0,502577,874283,612,475400540,475400540,3888,960,960,1072,80,2112,976,1744,0.0617,0.1357,0.0984,0.0000,0.0000,1.2088,0.6350,0.0000,55.9577,0.0230,0.8253,0.4340,1.3803,0.0000,0.0000,56.0016
64,1024,798,3600000000000.00,model defined,503329,16,3344,209.1828,903100359,0,890239995,0,-6822.35,0,0.00,4254792,33.08,125973751,38676837,87296914,8278592,129353,12860364,61479.07,0,503345,875595,607,420677188,420677188,3888,960,960,96,80,1136,976,1744,0.0410,0.1416,0.0837,0.0000,0.0000,1.1166,0.5959,0.0000,5.1615,0.0171,0.8026,0.3513,1.2750,0.0000,0.0000,5.2295
4,64,798,3600000000000.00,model defined,51201,16,51216,2020.9027,417488055,0,253367529,0,-54.38,0,0.00,13133328,8.00,37056196,12381715,24674481,5655860,1413965,164120526,81211.49,0,51217,105924,248,64880866,64880866,3888,960,960,96,80,1136,976,1744,0.0537,2.7577,0.1784,0.0000,0.0000,14.4965,3.6880,0.0000,48.7756,1.0878,2.2006,2.7727,2.2017,0.0000,0.0000,50.5224
4,64,798,3600000000000.00,model defined,51201,16,51216,72.7025,55970905,0,0,0,100.00,0,0.00,0,0.00,0,0,0,874548,218637,55970905,769862.00,0,51217,105924,248,0,0,3888,960,960,96,80,1136,976,1744,0.0035,0.1582,0.0000,0.0000,0.0000,1.5099,0.0009,0.0000,1.8115,0.0637,0.0000,0.0889,0.0000,0.0000,0.0000,1.8176
4,64,798,3600000000000.00,model defined,51201,16,51216,153.4776,110712103,0,86279799,0,-253.14,0,0.00,2957688,12.11,13996450,3664384,10332066,802852,200713,24432304,159191.29,0,51217,105924,248,21397200,21397200,3888,960,960,96,80,1136,976,1744,0.0159,0.3323,0.0431,0.0000,0.0000,1.8455,0.7587,0.0000,3.4790,0.1374,0.3740,0.4402,0.6531,0.0000,0.0000,3.8369
4,64,798,3600000000000.00,model defined,51201,16,51216,2475.4464,861067163,0,609137479,0,-141.79,0,0.00,26159042,10.38,99007199,25638410,73368789,6344796,1586199,251929684,101771.42,0,51217,105924,248,162100072,162100072,3888,960,960,96,80,1136,976,1744,0.2556,3.4360,0.4868,0.0000,0.0000,18.0652,7.3003,0.0000,58.9504,1.8284,3.5017,4.6771,6.6161,0.0000,0.0000,61.8859
4,64,798,3600000000000.00,model defined,51201,16,51216,6.6812,2677390,0,1774187,0,-96.43,0,0.00,42968,4.76,254434,64856,189578,38352,9588,903203,135185.10,0,51217,105924,248,272312,272312,3888,960,960,96,80,1136,976,1744,0.0231,0.0145,0.0005,0.0000,0.0000,0.0842,0.0237,0.0000,0.1596,0.0054,0.0113,0.0141,0.0086,0.0000,0.0000,0.1670
4,64,798,3600000000000.00,model defined,51201,16,51216,3.4312,1395700,0,539402,0,37.01,0,0.00,16588,1.94,63131,16015,47116,20900,5225,856298,249563.34,0,51217,105924,248,66510,66510,3888,960,960,96,80,1136,976,1744,0.0036,0.0071,0.0001,0.0000,0.0000,0.0472,0.0070,0.0000,0.0840,0.0030,0.0029,0.0049,0.0021,0.0000,0.0000,0.0858
4,64,798,3600000000000.00,model defined,51201,16,51216,43.8745,36241686,0,24716226,0,-114.45,0,0.00,784730,6.81,3597599,787250,2810349,190724,47681,11525460,262691.31,0,51217,105924,248,3798630,3798630,3888,960,960,96,80,1136,976,1744,0.0438,0.0715,0.0094,0.0000,0.0000,0.5156,0.1563,0.0000,1.0454,0.0447,0.0610,0.1054,0.1130,0.0000,0.0000,1.0969
4,64,798,3600000000000.00,model defined,51201,16,51216,1.8384,827273,0,0,0,100.00,0,0.00,0,0.00,0,0,0,12928,3232,827273,450001.82,0,51217,105924,248,0,0,3888,960,960,96,80,1136,976,1744,0.0033,0.0036,0.0000,0.0000,0.0000,0.0298,0.0000,0.0000,0.0459,0.0021,0.0000,0.0017,0.0000,0.0000,0.0000,0.0460
4,64,798,3600000000000.00,model defined,51201,16,51216,8.4521,2675591,0,1772916,0,-96.41,0,0.00,42904,4.75,253286,64851,188435,38336,9584,902675,106799.04,0,51217,105924,248,273342,273342,3888,960,960,96,80,1136,976,1744,0.0036,0.0163,0.0005,0.0000,0.0000,0.0929,0.0255,0.0000,0.2038,0.0059,0.0120,0.0150,0.0092,0.0000,0.0000,0.2113
4,64,798,3600000000000.00,model defined,51201,16,51216,3.5439,1393527,0,537244,0,37.26,0,0.00,16578,1.94,63617,16111,47506,20868,5217,856283,241623.02,0,51217,105924,248,66042,66042,3888,960,960,96,80,1136,976,1744,0.0032,0.0067,0.0001,0.0000,0.0000,0.0482,0.0074,0.0000,0.0868,0.0035,0.0028,0.0053,0.0022,0.0000,0.0000,0.0886
